GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALW1E001,NAME_M,ALW1M001
"G06008502","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08502","79500US0608502",,,"Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities PUMA, California",140254,"Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities PUMA, California",2811
"G06008503","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08503","79500US0608503",,,"Santa Clara County (Northwest)--San Jose (Northwest) & Santa Clara Cities PUMA, California",132795,"Santa Clara County (Northwest)--San Jose (Northwest) & Santa Clara Cities PUMA, California",3261
"G06008504","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08504","79500US0608504",,,"Santa Clara County (North Central)--Milpitas & San Jose (Northeast) Cities PUMA, California",127249,"Santa Clara County (North Central)--Milpitas & San Jose (Northeast) Cities PUMA, California",3431
"G06008505","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08505","79500US0608505",,,"Santa Clara County (North Central)--San Jose City (East Central) & Alum Rock PUMA, California",110082,"Santa Clara County (North Central)--San Jose City (East Central) & Alum Rock PUMA, California",3194
"G06008506","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08506","79500US0608506",,,"Santa Clara County (East)--Gilroy, Morgan Hill & San Jose (South) Cities PUMA; California",111819,"Santa Clara County (East)--Gilroy, Morgan Hill & San Jose (South) Cities PUMA; California",4762
"G06008507","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08507","79500US0608507",,,"Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town PUMA; California",178687,"Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town PUMA; California",5118
"G06008508","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08508","79500US0608508",,,"Santa Clara County (Central)--San Jose (West Central) & Campbell Cities PUMA, California",118019,"Santa Clara County (Central)--San Jose (West Central) & Campbell Cities PUMA, California",6064
"G06008509","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08509","79500US0608509",,,"Santa Clara County (Central)--San Jose City (Northwest) PUMA, California",86688,"Santa Clara County (Central)--San Jose City (Northwest) PUMA, California",3423
"G06008510","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08510","79500US0608510",,,"Santa Clara County (Central)--San Jose City (Central) PUMA, California",93276,"Santa Clara County (Central)--San Jose City (Central) PUMA, California",4171
"G06008511","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08511","79500US0608511",,,"Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park PUMA, California",119566,"Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park PUMA, California",4043
"G06008512","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08512","79500US0608512",,,"Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley) PUMA, California",146903,"Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley) PUMA, California",5289
"G06008513","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08513","79500US0608513",,,"Santa Clara County (Central)--San Jose City (Southeast/Evergreen) PUMA, California",124360,"Santa Clara County (Central)--San Jose City (Southeast/Evergreen) PUMA, California",4170
"G06008514","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08514","79500US0608514",,,"Santa Clara County (Central)--San Jose City (East Central/East Valley) PUMA, California",77122,"Santa Clara County (Central)--San Jose City (East Central/East Valley) PUMA, California",2942
"G06008701","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08701","79500US0608701",,,"Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA, California",85553,"Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA, California",3347
"G06008702","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08702","79500US0608702",,,"Santa Cruz County (South & Coastal)--Santa Cruz City PUMA, California",79669,"Santa Cruz County (South & Coastal)--Santa Cruz City PUMA, California",2901
"G06008900","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08900","79500US0608900",,,"Shasta County--Redding City PUMA, California",54667,"Shasta County--Redding City PUMA, California",1486
"G06009501","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09501","79500US0609501",,,"Solano County (Southwest)--Vallejo & Benicia Cities PUMA, California",74009,"Solano County (Southwest)--Vallejo & Benicia Cities PUMA, California",1707
"G06009502","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09502","79500US0609502",,,"Solano County (Central)--Fairfield & Suisun City Cities PUMA, California",85370,"Solano County (Central)--Fairfield & Suisun City Cities PUMA, California",2438
"G06009503","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09503","79500US0609503",,,"Solano County (Northeast)--Vacaville & Dixon Cities PUMA, California",84934,"Solano County (Northeast)--Vacaville & Dixon Cities PUMA, California",2791
"G06009701","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09701","79500US0609701",,,"Sonoma County (North)--Windsor Town, Healdsburg & Sonoma Cities PUMA; California",86473,"Sonoma County (North)--Windsor Town, Healdsburg & Sonoma Cities PUMA; California",1674
"G06009702","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09702","79500US0609702",,,"Sonoma County (South)--Petaluma, Rohnert Park & Cotati Cities PUMA; California",83194,"Sonoma County (South)--Petaluma, Rohnert Park & Cotati Cities PUMA; California",3191
"G06009703","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09703","79500US0609703",,,"Sonoma County (Central)--Santa Rosa City PUMA, California",75003,"Sonoma County (Central)--Santa Rosa City PUMA, California",1870
"G06009901","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09901","79500US0609901",,,"Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities PUMA; California",62833,"Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities PUMA; California",2540
"G06009902","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09902","79500US0609902",,,"Stanislaus County (Central)--Modesto City (West) PUMA, California",52053,"Stanislaus County (Central)--Modesto City (West) PUMA, California",1512
"G06009903","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09903","79500US0609903",,,"Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities PUMA; California",64578,"Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities PUMA; California",2124
"G06009904","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09904","79500US0609904",,,"Stanislaus County (Central)--Modesto City (East) PUMA, California",61910,"Stanislaus County (Central)--Modesto City (East) PUMA, California",2713
"G06010100","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10100","79500US0610100",,,"Sutter & Yuba Counties--Yuba City PUMA, California",58551,"Sutter & Yuba Counties--Yuba City PUMA, California",1502
"G06010701","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10701","79500US0610701",,,"Tulare County (Northwest)--Visalia City PUMA, California",61349,"Tulare County (Northwest)--Visalia City PUMA, California",3081
"G06010702","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10702","79500US0610702",,,"Tulare County (West Central)--Tulare & Porterville Cities PUMA, California",48296,"Tulare County (West Central)--Tulare & Porterville Cities PUMA, California",1874
"G06010703","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10703","79500US0610703",,,"Tulare County (Outside Visalia, Tulare & Porterville Cities) PUMA; California",40978,"Tulare County (Outside Visalia, Tulare & Porterville Cities) PUMA; California",1207
"G06011101","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11101","79500US0611101",,,"Ventura County (Southeast)--Simi Valley City PUMA, California",97478,"Ventura County (Southeast)--Simi Valley City PUMA, California",3372
"G06011102","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11102","79500US0611102",,,"Ventura County (Southeast)--Thousand Oaks City PUMA, California",112549,"Ventura County (Southeast)--Thousand Oaks City PUMA, California",3313
"G06011103","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11103","79500US0611103",,,"Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA, California",70429,"Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA, California",2920
"G06011104","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11104","79500US0611104",,,"Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA, California",80431,"Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA, California",2236
"G06011105","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11105","79500US0611105",,,"Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA; California",76185,"Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA; California",1762
"G06011106","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11106","79500US0611106",,,"Ventura County (South Central)--Camarillo & Moorpark Cities PUMA, California",97431,"Ventura County (South Central)--Camarillo & Moorpark Cities PUMA, California",3106
"G06011300","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11300","79500US0611300",,,"Yolo County--Davis, Woodland & West Sacramento Cities PUMA; California",70228,"Yolo County--Davis, Woodland & West Sacramento Cities PUMA; California",1616
"G08000100","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00100","79500US0800100",,,"Northeast Colorado--Eastern Plains Region PUMA, Colorado",52087,"Northeast Colorado--Eastern Plains Region PUMA, Colorado",1433
"G08000102","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00102","79500US0800102",,,"Larimer County (South)--Loveland City PUMA, Colorado",75581,"Larimer County (South)--Loveland City PUMA, Colorado",2433
"G08000103","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00103","79500US0800103",,,"Larimer County (North)--Fort Collins City PUMA, Colorado",69406,"Larimer County (North)--Fort Collins City PUMA, Colorado",1533
"G08000200","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00200","79500US0800200",,,"Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties PUMA; Colorado",72329,"Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties PUMA; Colorado",3022
"G08000300","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00300","79500US0800300",,,"Weld County (South Central)--Greeley, Windsor & Evans Cities PUMA; Colorado",67457,"Weld County (South Central)--Greeley, Windsor & Evans Cities PUMA; Colorado",1467
"G08000400","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00400","79500US0800400",,,"Eagle, Summit, Grand & Jackson Counties PUMA; Colorado",79996,"Eagle, Summit, Grand & Jackson Counties PUMA; Colorado",2605
"G08000600","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00600","79500US0800600",,,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties PUMA; Colorado",53443,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties PUMA; Colorado",2232
"G08000700","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00700","79500US0800700",,,"Pueblo County (North)--Pueblo City & Pueblo West PUMA, Colorado",46483,"Pueblo County (North)--Pueblo City & Pueblo West PUMA, Colorado",1527
"G08000800","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00800","79500US0800800",,,"Southeast Colorado PUMA, Colorado",39481,"Southeast Colorado PUMA, Colorado",1078
"G08000801","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00801","79500US0800801",,,"DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties PUMA; Colorado",108077,"DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties PUMA; Colorado",3194
"G08000802","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00802","79500US0800802",,,"Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town PUMA, Colorado",88389,"Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town PUMA, Colorado",1934
"G08000803","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00803","79500US0800803",,,"Boulder County (Central)--Boulder City PUMA, Colorado",72988,"Boulder County (Central)--Boulder City PUMA, Colorado",2752
"G08000804","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00804","79500US0800804",,,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA; Colorado",97228,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA; Colorado",1842
"G08000805","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00805","79500US0800805",,,"Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities PUMA, Colorado",74518,"Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities PUMA, Colorado",2685
"G08000806","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00806","79500US0800806",,,"Adams County (West Central)--Thornton & Federal Heights Cities PUMA, Colorado",71988,"Adams County (West Central)--Thornton & Federal Heights Cities PUMA, Colorado",2603
"G08000807","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00807","79500US0800807",,,"Adams County (West Central)--Commerce City & Brighton Cities PUMA, Colorado",73879,"Adams County (West Central)--Commerce City & Brighton Cities PUMA, Colorado",2329
"G08000808","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00808","79500US0800808",,,"Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities PUMA, Colorado",100566,"Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities PUMA, Colorado",2716
"G08000809","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00809","79500US0800809",,,"Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central) PUMA, Colorado",59635,"Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central) PUMA, Colorado",1718
"G08000810","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00810","79500US0800810",,,"Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest) PUMA, Colorado",53922,"Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest) PUMA, Colorado",1867
"G08000811","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00811","79500US0800811",,,"Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities PUMA, Colorado",105073,"Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities PUMA, Colorado",2318
"G08000812","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00812","79500US0800812",,,"Denver City (Northeast) PUMA, Colorado",77815,"Denver City (Northeast) PUMA, Colorado",2336
"G08000813","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00813","79500US0800813",,,"Denver City (Northwest) PUMA, Colorado",66069,"Denver City (Northwest) PUMA, Colorado",2908
"G08000814","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00814","79500US0800814",,,"Denver City (South Central) PUMA, Colorado",79880,"Denver City (South Central) PUMA, Colorado",2793
"G08000815","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00815","79500US0800815",,,"Denver City (Southeast) PUMA, Colorado",62846,"Denver City (Southeast) PUMA, Colorado",1870
"G08000816","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00816","79500US0800816",,,"Denver City (Southwest) PUMA, Colorado",56618,"Denver City (Southwest) PUMA, Colorado",2771
"G08000817","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00817","79500US0800817",,,"Jefferson County (Northeast)--Arvada City PUMA, Colorado",80617,"Jefferson County (Northeast)--Arvada City PUMA, Colorado",1485
"G08000818","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00818","79500US0800818",,,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities PUMA; Colorado",62186,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities PUMA; Colorado",1406
"G08000819","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00819","79500US0800819",,,"Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge PUMA, Colorado",82749,"Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge PUMA, Colorado",1936
"G08000820","2015-2019","CO",,,"Colorado","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00820","79500US0800820",,,"Arapahoe (West) & Jefferson (East) Counties--Littleton, Englewood Cities & Columbine PUMA; Colorado",73032,"Arapahoe (West) & Jefferson (East) Counties--Littleton, Englewood Cities & Columbine PUMA; Colorado",2267
